,kpa,kSOCSon,kd4,k_d4,delR,gamma,score
25002,2.347414456874119e-06,0.00031852500024909415,0.2837718157664181,0.4522861096833105,-2314.667291078151,6.049849993769697,0.08242531405073623
59005,1.0898381420779683e-06,0.002610708166232219,0.7446373783430698,0.6564525144382743,3674.230358273703,17.60015424639534,0.09672030560940986
153015,4.164438355873525e-06,0.0019401076664938355,1.8177231845233832,0.6881258088619187,3651.4079073081903,6.646270861320804,0.09741629167049057
12001,4.0162005560524454e-07,0.0022103002282076187,2.8239726923156,0.5402075227390615,1724.4579333052955,11.840132362677634,0.12100632878248034
162016,3.2327879012199175e-06,8.666495005541141e-06,19.157555024863655,0.4803243615885733,-2887.0190032691,5.335877560679702,0.12181720341859126
122012,3.365639043296166e-06,0.0003533511280994435,18.183906968792733,0.8263168704708536,-576.0217488346062,4.132020932967241,0.13241901903581713
191019,1.3766721139938107e-05,7.648185744511377e-06,15.253768112879213,0.706039522615795,157.14640525748257,1.816421486455856,0.13465640196560216
102010,6.9384791664508085e-06,4.120962703176094e-06,8.602810556635593,0.04891078929967922,-2093.279281748605,1.071984586674871,0.1356535805521846
48004,2.91065691030113e-06,0.04044791007916188,27.72654329423943,0.5921823229670631,2338.2487479765505,3.8055525867162316,0.13968121246784793
172017,0.00032158278712755633,0.0018104990324356886,5.995644153663558,0.5011888478398125,-2758.543029088537,1.6492785968358454,0.14087341099618436
78007,1.3875910327383272e-06,0.022257957297279328,5.502683189110991,0.0019354424874466144,-2268.314921409951,11.264559607213213,0.14088408700283833
49004,3.262177655579901e-06,0.0129713945795938,0.2892972086718912,0.627503991803407,-917.8954869005507,1.9404024634386523,0.14297035200105282
123012,3.3600323893294582e-06,0.05516533578414858,19.86433343419852,0.2445097737517284,3492.810717117845,4.195054718165928,0.14343894470226526
121012,1.2620156411973505e-05,0.00014275763501322901,12.221103240903535,0.7711531264183271,101.63301147503729,2.326516780463036,0.14383097938237124
52005,1.634971200458834e-07,0.000497431497160525,3.801887627217853,0.4675535368126881,2531.636368734465,25.514568146226548,0.14489632566955854
69006,2.644941634643197e-06,0.005796202109575398,18.09427983759661,0.3259847701175685,-2962.224161317873,11.333441882004545,0.14528027839412183
79007,4.3639566515435096e-07,0.027900049568333096,18.49261535809868,0.0009842417269346397,-2676.52985999792,16.742607992344848,0.14565241421156805
43004,2.1210898673843805e-05,6.608628222698438e-05,14.899445889909543,0.341425957225895,-3654.3854918477778,4.327972338392914,0.14672176869198575
93009,8.243152004872067e-08,1.9093994504370682e-08,0.429066459798856,0.4395322326879131,-191.84293976751485,19.749070493019506,0.1479449727920171
22002,2.333499290194332e-07,0.00039342317392475226,25.301631654786163,0.8610576161669548,-145.30390139393307,25.30520545699943,0.1489256509702733
116011,5.615000668034711e-07,0.00011093462634854023,35.53796547510272,0.5034313015054876,1501.8105269516946,11.526094585339274,0.1499272498464552
58005,0.00019794891821379028,0.042795788354639513,4.109931283512714,0.652115555751447,-2868.710706174585,2.072091264080726,0.14995075260330878
23002,3.560526796618733e-07,0.006460701387265344,18.840569854317426,0.021393539762124943,1249.9737381892155,7.85953545622983,0.1509363210075694
72007,0.0009995665175189302,0.01969331960015324,4.635646071635069,0.10203759561533783,-3609.620284217424,3.0960832373058125,0.15105828268897187
5000,2.2664049547948053e-06,7.728008453691553e-05,26.99705187437992,0.37388309464696784,-3612.3411246061323,12.953376303419356,0.15163210490080803
33003,4.3149558722362967e-07,2.626413472147853e-06,31.10372045303011,0.5913085772852796,-478.526427158032,10.440672261425727,0.15177011469236382
103010,0.0003311056436713164,0.0005483621642182035,29.88528347537041,0.37595785574658097,-3135.596460647278,1.5599932877417786,0.15324005409279184
109010,2.2666313755959072e-07,0.009757224356465942,19.289685877859448,0.4913896256940448,-2848.962188964624,37.38721104008568,0.15327219934074188
62006,4.1647267363673095e-07,7.83403824436395e-07,2.838420679387596,0.4998239157364994,-3475.542284749923,31.4858910926224,0.1532840656817175
163016,2.150272749360796e-07,1.0911401827816914e-06,3.261049885534707,0.7871872066179294,1338.375474082874,14.566644530150928,0.15378994170541785
55005,1.5842470512004032e-07,0.06813468378253228,7.040214645275414,0.2932053197234111,-1266.3906860366926,26.502296369917268,0.1542413046745997
39003,3.0764195907810743e-07,0.018314896727493632,31.805871656899253,0.14405323148993174,614.8912617932959,8.035215984541294,0.1574304037199142
177017,0.0003213518956588947,0.02078231144765927,16.070216916748034,0.2541382897272484,-2864.6388759955994,1.2707306072198437,0.16019989004308258
171017,2.2934781219733168e-05,0.00017885567562447543,37.90329083669939,0.1833081767580824,-2964.15955440227,2.931436071870417,0.16398564556245881
57005,1.6100085978759918e-07,0.006896478573621428,17.92712053138697,0.3964861651866947,-1492.4722506401865,22.490847326574322,0.16450468238546453
87008,6.834957111882808e-07,0.011681898704902613,24.895057917516823,0.8494197350627571,-1112.2842584454147,19.802186253969303,0.16564299108910335
68006,7.31812126348297e-06,0.013244168917984668,19.966510715117934,0.3093506923449489,-3634.884016505391,14.827542960656464,0.16928680543484365
82008,1.3210508995260748e-06,8.443959729741719e-07,5.515403102515801,0.6146255040606163,3082.4655410508867,3.876043999149956,0.16936291719962654
197019,0.0011315429218104866,0.016946226938041053,24.64969575207545,0.21023929952111212,-3490.0181162797558,2.628254795847828,0.16974892225462446
18001,4.80968439401055e-07,0.0004379377510655673,16.79935667645001,0.04569636448225989,-2516.880480317053,9.159959440002721,0.17019653479471908
136013,1.1402387311123755e-06,0.008822595629171492,8.477357075953961,0.061571544555705376,3572.5410172454754,7.728933846554593,0.17048258750421627
56005,4.371892589819644e-05,0.010337473143784809,14.086574883377375,0.4748706174104701,-3152.548352479976,2.7427934556160922,0.17100828597065149
145014,5.71100902925405e-07,0.0265095924200799,2.176346420233755,0.005612176367267222,-493.869805095144,11.241696918468893,0.17278168651861028
193019,0.0013076152017246095,0.04604994980024163,31.227760073558997,0.0825576679601274,-3671.8207234177053,3.496019664113579,0.17618439698614202
118011,0.0015941466113925675,0.04575955600306685,9.479482381057807,0.1480168289153552,-3596.699771455285,1.2608332875849446,0.1786299031913659
137013,2.233649410441e-05,0.035726008828903665,33.21698885226152,0.5146162058882516,-3477.9778444049766,5.9853471865241685,0.17941716569124116
92009,1.2415191076259148e-08,1.6305144701893797e-10,0.01552207911104936,0.03558013237280133,1894.2665156974308,36.57485520193747,0.1802687283584493
127012,0.00010993071125724677,0.03516961683724911,22.31168647256311,0.368966478121026,-2557.5757849847496,1.3927759524110903,0.18037229764937
32003,4.8289885279938e-08,0.00013944226304254384,2.488122586813036,0.014567109804211338,-1459.703573778449,31.438826702971358,0.18060595628143408
95009,9.111790084590867e-06,0.019213932826426455,24.58049601356669,0.07240137625824998,-3471.443523820126,9.91063929898917,0.18102859034478894
98009,5.494132534709485e-05,0.05365793953863483,0.22433056746449595,0.09783749839010557,-3099.7953508473247,1.2049479876090854,0.18286831432788053
7000,4.522249960094128e-08,0.021083559912309074,1.29258605657381,0.004246001526727112,-594.9589702935517,20.8363320971744,0.18461432774588452
29002,4.765269046523634e-06,0.0638915880330897,17.22419568785997,0.5206059890650879,-1825.676254943893,6.817467868687869,0.1849315570059257
124012,9.787362882656756e-06,0.05750497186304954,13.268663136592915,0.323080243975616,-1907.0988609653725,1.5610293091847147,0.18717337355286331
38003,2.564810163648728e-05,0.00374764899853961,17.57117810497833,0.5629954537170959,-3659.775526169879,5.814319534980631,0.1874425220366332
158015,1.072714310412274e-05,0.0292302753138644,7.7536676793334545,0.2815866859749691,-3614.7056633923135,16.073728422970223,0.18790261876709544
35003,3.058997858416605e-06,0.0007337137995302543,22.575103757037958,0.021698134536709084,1436.679146883128,1.0255967721071717,0.1885187017824951
11001,1.3636413022373963e-07,0.004411084258447482,34.503545501821314,0.08347592275983429,3335.6087360521997,22.88119172103567,0.18911903701960892
182018,1.3469197287501426e-07,2.5006536018546234e-05,31.37649375454602,0.0008008545236983997,-2863.3012249929743,20.41633745624338,0.18995319745333994
85008,3.7421465662492666e-08,0.0017695849996282613,6.671001181172416,0.06022056926973032,1484.5305347976666,32.958991421837766,0.19363373625307065
101010,9.62902857783726e-08,5.395774805247065e-07,40.13497077680567,0.8212181904584995,281.83218266306994,24.131317133754678,0.19470129691656005
36003,1.8651905556079012e-07,0.005033029245537338,12.415322539055786,0.11635834428772993,-2326.341372669451,12.745841522197905,0.19594645390646745
41004,6.16874611681842e-08,2.464925187231435e-05,43.472106746118506,0.03764636270739954,-2830.3782081815234,38.94874468933348,0.19868383627594002
4000,6.920759323803063e-08,8.205103173388056e-05,3.797489194115848,0.4578050429175086,-997.8368170271484,21.606237854489606,0.2018231126301816
75007,1.198450539189514e-06,0.011033894873798146,2.477419460465806,0.6104701715452051,3594.8266950851453,5.760292038633463,0.2023032209421639
67006,5.977448616862128e-06,0.0010066790803422935,19.49572428989119,0.24907787001248885,-1478.9983242280698,4.919813687464309,0.20325390804602794
196019,0.01972733473547116,0.019148372482513176,35.26824766024036,0.15767861507598027,-3604.485570014911,1.5569105729533899,0.20517777663212444
19001,2.875146846903401e-07,0.06373229691897153,22.989824255931854,0.10958377434535807,1963.487852060304,13.469485836354233,0.2059561816426535
131013,9.056245898182324e-09,3.4346830347808234e-08,0.04465374360708072,0.1793487543309311,786.0223290312603,35.96105341146197,0.20648639237675787
161016,7.044084661358812e-07,3.793912397024221e-05,1.763877470624151,0.5003256824288493,-1524.4228143399537,21.95638651690384,0.2087195852449383
199019,0.015788065888738503,0.02239617151908857,31.078678183801927,0.006214847642209814,-3660.579907966379,2.029068577169065,0.20957328684703058
94009,1.3699075384817948e-05,3.18791845172631e-06,28.76173965270672,0.6020320223943958,1342.0732579886906,1.9388962172426047,0.21008602269659604
8000,4.938342242550374e-07,0.006662059875776635,1.5688673604412404,0.46060741500490004,2978.5977852843284,27.42170321192763,0.21111083075638454
81008,1.4270174298688017e-07,4.240949373556777e-08,6.345810132610014,0.1248176949918144,-3390.2374155071307,20.706784637417947,0.21153935188119735
189018,0.002343642385251236,0.044584975449333035,42.16707185329497,0.15618956248440047,-3366.937827265492,1.8758614074120208,0.21183611221072196
27002,1.8653408809761212e-06,0.021667922025865486,33.1294035334219,0.0864948567703489,-1351.15616005649,8.094354524752621,0.21226635539047883
66006,6.1979695400590024e-06,0.05182820175344943,24.542394630401468,0.017122885952692027,-3405.937830809295,3.8574461550169135,0.21338710770030375
142014,1.9437691229817637e-07,2.251219318513559e-07,22.269748875810546,0.2353058146103923,2728.812782547619,21.14363754977112,0.21483728351892314
133013,9.153991634520074e-08,1.018123090812877e-05,27.87085673781879,0.024682589948883664,3282.289510947579,19.710255381481048,0.21584142300725284
181018,2.575852419757993e-07,5.453015479333254e-07,7.040775820245974,0.19520338447205174,-3232.597109984953,9.448949547777923,0.21588124895279326
86008,8.21182536715703e-08,0.035485866705265184,8.391512402998389,0.09214340379295424,581.2840884863813,8.712116942338984,0.2164738415109101
141014,1.9613599988551977e-08,1.4566321157748864e-06,1.4099314126343916,0.1843562057583953,2305.042587692499,36.82067670094013,0.2173401162954592
112011,1.354321675833873e-06,1.5928087128019054e-10,31.26060919087151,0.15498829260795954,-3445.0926123838826,2.421639822922016,0.21916609384767216
74007,7.081697442638369e-05,0.013361463921839123,26.54800095699325,0.2270043359261809,-986.194524930155,1.5954952553929367,0.22548113528967453
53005,1.3327314872445806e-05,0.006686737817040808,5.607222954762009,0.024645106272165443,-3398.7597082927205,1.9555966843672927,0.22713908979445807
139013,0.01973479401572379,0.008972555829621209,12.683197223880999,0.15024984058509855,-3284.175157096769,1.1373296258987902,0.233296829893696
89008,0.0003582684103850485,0.010393936144118562,14.57944675955559,0.5489492956521547,-1207.4290871846044,1.381344509221869,0.2365928635694808
134013,2.090147588371478e-06,5.362415365379029e-05,40.49145222716883,0.13754845239115068,-2685.787055572458,13.230691182767803,0.2373019476564492
154015,8.413259504617825e-05,0.0017032667086873154,6.183014777670747,0.4884107466736776,-2344.65899131341,3.0583968436905966,0.2375950028790532
164016,4.872845435921144e-06,1.5768303990048444e-07,28.97832951172861,0.17985932273766753,3717.3806418235054,3.7831175292310935,0.23921111146121707
104010,0.017306891267290514,0.006966665593298328,18.715377116286746,0.3947531957289672,-3751.0812726092304,2.648389964839859,0.23976746400400573
44004,9.512199811342304e-07,0.0014283758994785981,0.09119893082715863,0.02147502114217177,-1833.6945953810489,1.013776133397955,0.24170022100137392
156015,6.215260954681462e-05,0.009229720298763016,17.71813209534662,0.6287568318134744,-3066.5577314745315,5.548234979876363,0.24187119152502573
111011,1.5395372059834635e-08,1.3968063601917901e-08,0.0329786016221271,0.044957993720266716,-638.1063721848727,9.466021430247249,0.24476097031005847
96009,4.5988634447764405e-06,0.05291529571219932,12.997836866672113,0.545217204373475,-3338.595036125561,22.505119059606734,0.24527463828708312
115011,1.0284984844118649e-06,0.0006414138529938037,1.4064412082411728,0.07276881172835785,-318.2637592194722,10.537506263448726,0.25613945642451624
106010,6.269671646873199e-06,0.003748785090847981,3.7535364636211943,0.010768056719035137,-2159.9268462077507,6.671876701718367,0.25681745378156046
165016,7.000740987296342e-06,4.146982303218781e-05,25.898549492268053,0.04266318567297922,-1102.045541812278,3.608190325949403,0.26016631668075535
157015,3.492051309870482e-06,0.014869743002282082,28.99882489829513,0.501640347578058,-902.1307634120093,7.6086622773648305,0.2628845084303969
76007,4.880130602297275e-06,0.03152673383408629,0.018381373386337663,0.3935602623656342,-3662.698413900191,2.0168603540493217,0.2639549877454747
17001,5.1396553666085395e-08,0.00030147174758696335,42.31854433287258,0.8814512983852884,3113.3776463387653,26.99922874330708,0.27007112337479405
24002,8.318914800886956e-08,0.02953554129354532,28.62989759531394,0.24295415972721346,1552.3843243307751,3.4893728785350424,0.2769808664881054
135013,5.8309668341564154e-08,0.004058848223247725,34.53176318534377,0.0127679120039355,-1974.5209976498722,4.789637245807934,0.2774116256310333
42004,1.481916959212408e-08,5.887266465989753e-07,0.5554136762663054,0.03355911774594771,-3091.013848167451,15.049339990747399,0.2807149670483094
3000,3.92021270695809e-08,3.6406965200112926e-05,19.72455231177856,0.6284349868751793,-1059.3397053880244,9.557341376823333,0.2807911148009928
113011,1.0574821044589276e-08,9.087984283396082e-08,18.12259055919881,0.3619908990980475,-2845.6696968218707,36.90558394180996,0.28511273252124675
91009,2.7669485606238712e-08,1.465004668513278e-08,2.958846480979921,0.4599187944075882,-3570.3820884333863,26.320154375257648,0.2875414305154434
6000,8.137254432247876e-06,0.055742776605217,36.32358113422768,0.10538364065162778,-455.9505536668184,3.5074568120269562,0.2924732569591573
152015,1.0010272452455583e-05,0.0003707707677791078,6.175874899516369,0.07343718225690914,-3329.6609493240344,11.930212365850814,0.29467106408012017
15001,8.023239725650635e-05,0.015137779778975229,0.006199082652316673,0.08862342929634265,-3052.562422842512,3.729425353751339,0.294943194573036
31003,9.994682901131971e-06,2.1932340256313243e-05,20.260263876149367,0.8527318285634768,2532.249149700008,4.472002322032616,0.29605817172973803
138013,0.002245936637284793,0.04398601006498209,12.845547116548968,0.2496043490956216,-3762.3516704289423,6.35651775659068,0.29884214203857545
132013,1.0226835752286095e-06,5.803592550204825e-05,21.18760070117403,0.5493297421884525,-1679.0607796038453,20.04015985947035,0.29918606316271895
28002,1.4428960575321028e-07,0.04508187510567455,15.765941442953991,0.7841564018378534,3088.935457172635,1.8712479996591875,0.3012183201905363
188018,0.01336955444379489,0.026300955838450938,29.453047198452012,0.2272871415597868,-3700.669122246856,3.0196402408010186,0.3014060785268089
2000,2.7949500988559856e-10,0.0003965277516987937,1.5455972022123283,0.16284797277231172,-692.9360394572595,39.450279843884395,0.3033856913124492
183018,4.563325584145393e-07,2.045311458349291e-05,5.282516183381253,0.06173836686197112,-2123.056269747172,24.032197291531066,0.3090238308922724
1000,7.542857188023492e-11,0.0077599865098573065,9.230540119368909,0.3078515630569716,-1812.0029737693085,37.3693793170655,0.30938444483049726
114011,1.3016133922572694e-06,1.3551668970332007e-05,9.634560023773851,0.1947348579525186,-3321.325026723231,25.069507464213906,0.3109361991438707
88008,0.00014851754299274568,0.034471159637390995,24.678795231714226,0.8050322793419228,-3692.809453730213,13.029969035073721,0.31298324201489075
108010,1.4874887728680934e-06,0.028127504315246132,29.06748485593503,0.02350828065063193,-1870.6123209184507,14.162712866139556,0.3545319724708523
187018,0.00320428956817343,0.04698080647679797,39.588935474740474,0.4237350327796271,-2708.587731508765,1.314560877884786,0.3660134863223533
34003,2.116185099156569e-06,0.00012567559254787232,6.951951289586518,0.0008239438158243233,-318.45419448521415,7.378691325312229,0.3863560142401601
174017,0.01720627823530488,0.03879929746260154,39.02306628128203,0.07679350547873852,-3068.59971642766,1.1828718108003335,0.390360583331793
107010,6.7709668765049635e-06,0.014976099277240487,14.827677618378472,0.01494762605247766,1016.7916129341817,3.2556924686806137,0.394179204166739
167016,0.04181464496347758,0.0032059168574835968,5.117533665071818,0.3766472776526636,-3409.206063981415,1.2908112940416212,0.4114661186830282
14001,1.3672383422297322e-07,0.009291352538899584,3.120710271913464,0.04274613733721055,1610.234655570689,25.418913443802435,0.42229966680356124
99009,0.0014030801619486445,0.0254054062344406,19.414093084480427,0.1537394115374448,-2668.9592890658696,1.7580186653889762,0.4262309666628638
21002,4.371974413292385e-06,1.920037470712385e-06,12.437807047887596,0.5329372274356304,1763.7430408602654,4.716482513370353,0.4414274481973122
119011,0.060187279355118035,0.04222380337742978,31.263042407565397,0.07923912167002008,-3486.032256094947,1.5795539944553272,0.47765204945947465
73007,7.631522257738651e-05,0.0009636756911441703,5.059804477172992,0.08239146865171187,-1887.0159805880685,3.195961767207361,0.4843669508186917
71007,0.00014810979902885036,4.937624165448447e-05,24.07055750486286,0.38793486538081295,-1991.1236800500294,2.0974180732351533,0.49192492570019597
47004,1.7363821312916626e-05,0.004407560843803574,24.39802277071181,0.7151819758312109,-2639.18148888643,8.893848667860041,0.49862052558496234
97009,8.177312360292471e-05,0.0534312368046787,43.582231995629456,0.6062538930033058,-3602.167724844197,15.455412905430947,0.5220204835566091
46004,5.701861733906937e-05,0.03845452284334392,7.619864018533375,0.10944363112033004,-3383.5205610004027,10.83551747953912,0.5304615831940288
173017,0.00031284983824864256,0.042724470258271016,37.16714302872187,0.06818475470577119,-2797.649229465936,3.5126401376652776,0.5565321437283762
65006,0.00022489888082634257,0.028465500529970062,26.001786913507928,0.15333310919635312,3028.029468028283,1.2195604850945334,0.5649738593571568
185018,0.03392708631567755,0.0421367536284627,29.69833905100419,0.4866482725427802,-2894.476857231023,1.2311091690622458,0.5730502714284812
16001,9.58475995136275e-07,0.0006336624448282645,4.957133423215809,0.7561887902587161,-240.3648106727412,24.684867135959554,0.5869656797725478
105010,0.000209414837087204,0.009117398233040329,12.969409887916086,0.2184728798094196,-3277.1768902230074,6.672189102717918,0.5883814366449874
83008,2.026461752335568e-05,0.00019761113629941296,19.038000247839147,0.12752929303843627,-2933.1482131273924,7.821514118296582,0.5901309537177504
178017,2.0203327859742362e-05,0.008936384305454329,21.494900141028644,0.2623282315988015,2510.100625794006,2.892645197987308,0.6003771447610673
195019,0.03662678084272754,0.008863026115936926,16.435928201629064,0.5996664753342005,-2949.679383993587,1.1873162639661654,0.6014877061240979
129012,0.003751853129342868,0.006871398253745721,23.845026706420665,0.6012191743230044,-1091.264735996928,1.2651065025120471,0.6070894489439361
13001,6.020780118885946e-06,0.004197748420956543,8.618905259919599,0.07048319721583317,-3072.32685618214,17.958297217525306,0.6176356174105064
155015,0.0005082669630981339,0.0029639957118357853,14.568855824804,0.7771623384302484,-2975.8209968420283,4.29082515943192,0.6381955672866317
147014,0.00017121966842629247,0.004522546209058311,1.4380298737997248,0.5396298177148198,-198.7931761189104,1.9113143408033355,0.6382343719556727
148014,0.0002740002840161889,0.02881838210075505,10.465994254014415,0.093228866542178,-3134.508552937877,5.587341222638056,0.6903515251670089
77007,1.096837864716468e-06,0.003939334350674069,31.611874152887182,0.12442866329071466,-1933.1328607933187,24.067033771857357,0.6941725971366332
26002,1.1990213529297575e-05,0.0016996070674353935,3.5500383320693687,0.6504796530592564,-2287.379823421247,10.188154655625873,0.7023278276526219
144014,8.801708755504095e-07,0.00882605235679855,21.485928886173877,0.5257702849379206,-1186.336200821219,29.22524628901139,0.752487017206387
194019,0.02087578552823264,0.05051829288953283,0.17608415911701664,0.4234267380898848,-3136.367074890294,1.1890379743315764,0.7640125477051248
61006,6.285772868464146e-06,2.485411975989923e-06,5.943812273489679,0.16550627410577576,-1727.9129474335634,4.527999154084419,0.7850773985606121
151015,8.335263893009317e-05,4.664254071692882e-06,2.328073846677841,0.3132354013788843,-2504.494956701427,1.8818981695592958,0.792952018632229
166016,6.608584378496184e-05,0.003150771782263273,26.57383231254609,0.02870411664991255,-2458.0192261883703,5.340172368456074,0.7965068206969742
54005,2.5576509246488462e-06,0.012750286062151898,11.659001680126009,0.7560476000572175,883.1566472414877,13.568537330448999,0.8285385844727969
64006,3.895785326617467e-06,0.004271798237630073,33.454694345852516,0.2396968161203072,1287.532090951792,7.559393193248249,0.8354350279177286
128012,0.000723621139893274,0.0005843624999652343,37.89469249521479,0.1525004220652346,3695.4931906064107,1.4199009416760104,0.8796427975651717
175017,0.0022817858300836287,0.04384591736010389,35.781817843138036,0.03856448955718608,-3781.461595236571,10.643618013760832,0.8903281336867399
9000,1.3037391445135322e-06,0.0034973020855243405,12.192372973399825,0.8069100368272534,865.1755100346187,22.46376407126831,0.9279561425396798
143014,1.4634684789805055e-06,0.0024066462076783018,17.062485113870988,0.2564347104025405,81.09025096046827,15.523634149586663,0.979258157702321
126012,5.1906727307726415e-06,0.019931156826239683,14.268816704082813,0.05283343075497488,-256.4709439364875,7.498459628259133,1.0689657675283137
159015,0.003508854003586824,0.003876399069164114,4.978644097835602,0.5583637748413965,-922.2762768505852,1.3689287011076552,1.1283346328081023
84008,2.630770931899151e-05,0.016878841461932324,0.6386158123991474,0.004692922753888892,-1233.3089499952036,4.5985196032120985,1.207313126653799
63006,8.306018620361173e-06,0.0003951798306966919,1.7820196768598262,0.03905192637208281,-2925.399020052146,16.39474528834457,1.2455611892426413
184018,0.0013015082717166286,0.06417681319504172,26.24992790329712,0.049293854814711546,-3533.667228675913,4.342346657954388,1.4634794150786774
117011,5.524713503637211e-05,0.022903263789721885,18.659725733438314,0.6429395465663845,-1297.8239661822745,5.5340035146960425,1.503768957761554
125012,4.590760266167365e-05,0.043087502085058536,15.320472189064422,0.12680323704645138,-2967.651704238263,11.715959902735904,1.5341456880329527
168016,0.007301083676780669,0.051427749756778836,32.173199268467435,0.5164182193660274,896.8102117963788,1.2543086695459995,1.5748291301128747
149014,0.0026017886219561826,0.05694281397458659,20.635793643190123,0.5480428089044715,-2051.440654480224,2.2592669609804146,1.6615686690172662
146014,5.515061411076891e-05,0.0586500428891996,0.5614607322378692,0.05788733694464294,-2022.228029366255,5.244429878902043,1.668487101434514
51005,1.6727521527726293e-05,1.5671503638095864e-05,14.026196344510565,0.4521993619710952,698.5559795126128,4.757417901665929,1.6976851832712996
179017,0.00857922221238964,0.0005903588082728034,19.584525765072552,0.4988377118974685,-927.2973195146263,1.5769690055888788,1.7809690305875245
45004,5.4269332338674035e-06,0.002184447817498241,25.354482805917524,0.006699754143634185,-451.07105270028234,9.290735886160649,1.9062836690850171
176017,0.0010423617898975342,0.01577371491459028,36.72906627829264,0.0007430100537896289,-2947.261270557718,4.95098186712271,1.926208920617313
37003,1.1092146281335948e-05,0.027431302315943085,11.317181675163924,0.01147277739718173,-1926.9648709991952,10.739095551094902,1.9761569907567094
169016,0.06641041914563994,0.03400723599527028,28.968403306109003,0.1209514699020152,-3267.052862263131,2.3868204580434726,2.030630772552329
192019,0.00016612828395741122,0.004790044652715761,21.817084848850946,0.8127966392060489,-2630.625456529533,8.060742074725072,2.1346214926953033
186018,0.010956337043510095,0.003614506984766347,41.417506330346704,0.5237730350206993,-2869.663000959693,2.971790936944911,2.343866299087789
198019,0.0012251668622487494,0.03453188918281981,12.969781238084144,0.22139613609473674,-2653.686988742127,4.421936633166732,2.612624501105963
